"Date_Time","Time","Sensor","Count"
2017-11-15 09:00:00,9,"Bourke Street Mall (North)",1107
2017-11-15 09:00:00,9,"Melbourne Central",1072
2017-11-15 09:00:00,9,"Southbank",2136
2017-11-15 10:00:00,10,"Bourke Street Mall (North)",1680
2017-11-15 10:00:00,10,"Melbourne Central",1485
2017-11-15 10:00:00,10,"Southbank",1620
2017-11-15 11:00:00,11,"Bourke Street Mall (North)",2037
2017-11-15 11:00:00,11,"Melbourne Central",1711
2017-11-15 11:00:00,11,"Southbank",1854
2017-11-15 12:00:00,12,"Bourke Street Mall (North)",3033
2017-11-15 12:00:00,12,"Melbourne Central",2575
2017-11-15 12:00:00,12,"Southbank",3234
2017-11-15 13:00:00,13,"Bourke Street Mall (North)",3030
2017-11-15 13:00:00,13,"Melbourne Central",2600
2017-11-15 13:00:00,13,"Southbank",3280
2017-11-15 14:00:00,14,"Bourke Street Mall (North)",2270
2017-11-15 14:00:00,14,"Melbourne Central",2187
2017-11-15 14:00:00,14,"Southbank",2180
2017-11-15 15:00:00,15,"Bourke Street Mall (North)",2031
2017-11-15 15:00:00,15,"Melbourne Central",2260
2017-11-15 15:00:00,15,"Southbank",2277
2017-11-15 16:00:00,16,"Bourke Street Mall (North)",2004
2017-11-15 16:00:00,16,"Melbourne Central",2238
2017-11-15 16:00:00,16,"Southbank",2638
2017-11-15 17:00:00,17,"Bourke Street Mall (North)",2665
2017-11-15 17:00:00,17,"Melbourne Central",2670
2017-11-15 17:00:00,17,"Southbank",4706
2017-11-15 18:00:00,18,"Bourke Street Mall (North)",2465
2017-11-15 18:00:00,18,"Melbourne Central",2212
2017-11-15 18:00:00,18,"Southbank",3347
2017-11-15 19:00:00,19,"Bourke Street Mall (North)",1729
2017-11-15 19:00:00,19,"Melbourne Central",2371
2017-11-15 19:00:00,19,"Southbank",2532
2017-11-15 20:00:00,20,"Bourke Street Mall (North)",1105
2017-11-15 20:00:00,20,"Melbourne Central",2161
2017-11-15 20:00:00,20,"Southbank",1639
2017-11-15 21:00:00,21,"Bourke Street Mall (North)",767
2017-11-15 21:00:00,21,"Melbourne Central",1590
2017-11-15 21:00:00,21,"Southbank",1501
2017-11-15 22:00:00,22,"Bourke Street Mall (North)",513
2017-11-15 22:00:00,22,"Melbourne Central",1333
2017-11-15 22:00:00,22,"Southbank",1145
2017-11-15 23:00:00,23,"Bourke Street Mall (North)",205
2017-11-15 23:00:00,23,"Melbourne Central",827
2017-11-15 23:00:00,23,"Southbank",947
2017-11-16 00:00:00,0,"Bourke Street Mall (North)",93
2017-11-16 00:00:00,0,"Melbourne Central",436
2017-11-16 00:00:00,0,"Southbank",312
2017-11-16 01:00:00,1,"Bourke Street Mall (North)",23
2017-11-16 01:00:00,1,"Melbourne Central",223
2017-11-16 01:00:00,1,"Southbank",141
2017-11-16 02:00:00,2,"Bourke Street Mall (North)",5
2017-11-16 02:00:00,2,"Melbourne Central",78
2017-11-16 02:00:00,2,"Southbank",47
2017-11-16 03:00:00,3,"Bourke Street Mall (North)",9
2017-11-16 03:00:00,3,"Melbourne Central",82
2017-11-16 03:00:00,3,"Southbank",52
2017-11-16 04:00:00,4,"Bourke Street Mall (North)",5
2017-11-16 04:00:00,4,"Melbourne Central",49
2017-11-16 04:00:00,4,"Southbank",28
2017-11-16 05:00:00,5,"Bourke Street Mall (North)",31
2017-11-16 05:00:00,5,"Melbourne Central",112
2017-11-16 05:00:00,5,"Southbank",151
2017-11-16 06:00:00,6,"Bourke Street Mall (North)",153
2017-11-16 06:00:00,6,"Melbourne Central",216
2017-11-16 06:00:00,6,"Southbank",836
2017-11-16 07:00:00,7,"Bourke Street Mall (North)",369
2017-11-16 07:00:00,7,"Melbourne Central",330
2017-11-16 07:00:00,7,"Southbank",1774
2017-11-16 08:00:00,8,"Bourke Street Mall (North)",1016
2017-11-16 08:00:00,8,"Melbourne Central",735
2017-11-16 08:00:00,8,"Southbank",3596
2017-11-16 09:00:00,9,"Bourke Street Mall (North)",1136
2017-11-16 09:00:00,9,"Melbourne Central",694
2017-11-16 09:00:00,9,"Southbank",2157
2017-11-16 10:00:00,10,"Bourke Street Mall (North)",1483
2017-11-16 10:00:00,10,"Melbourne Central",910
2017-11-16 10:00:00,10,"Southbank",1281
2017-11-16 11:00:00,11,"Bourke Street Mall (North)",2047
2017-11-16 11:00:00,11,"Melbourne Central",1307
2017-11-16 11:00:00,11,"Southbank",1520
2017-11-16 12:00:00,12,"Bourke Street Mall (North)",2818
2017-11-16 12:00:00,12,"Melbourne Central",1823
2017-11-16 12:00:00,12,"Southbank",2347
2017-11-16 13:00:00,13,"Bourke Street Mall (North)",3390
2017-11-16 13:00:00,13,"Melbourne Central",2101
2017-11-16 13:00:00,13,"Southbank",2289
2017-11-16 14:00:00,14,"Bourke Street Mall (North)",3046
2017-11-16 14:00:00,14,"Melbourne Central",1991
2017-11-16 14:00:00,14,"Southbank",1848
2017-11-16 15:00:00,15,"Bourke Street Mall (North)",3070
2017-11-16 15:00:00,15,"Melbourne Central",2185
2017-11-16 15:00:00,15,"Southbank",2152
2017-11-16 16:00:00,16,"Bourke Street Mall (North)",2982
2017-11-16 16:00:00,16,"Melbourne Central",2138
2017-11-16 16:00:00,16,"Southbank",2739
2017-11-16 17:00:00,17,"Bourke Street Mall (North)",3713
2017-11-16 17:00:00,17,"Melbourne Central",2631
2017-11-16 17:00:00,17,"Southbank",4614
2017-11-16 18:00:00,18,"Bourke Street Mall (North)",3304
2017-11-16 18:00:00,18,"Melbourne Central",2423
2017-11-16 18:00:00,18,"Southbank",3374
2017-11-16 19:00:00,19,"Bourke Street Mall (North)",2448
2017-11-16 19:00:00,19,"Melbourne Central",2161
2017-11-16 19:00:00,19,"Southbank",2372
2017-11-16 20:00:00,20,"Bourke Street Mall (North)",1914
2017-11-16 20:00:00,20,"Melbourne Central",2082
2017-11-16 20:00:00,20,"Southbank",1820
2017-11-16 21:00:00,21,"Bourke Street Mall (North)",1342
2017-11-16 21:00:00,21,"Melbourne Central",2141
2017-11-16 21:00:00,21,"Southbank",1904
2017-11-16 22:00:00,22,"Bourke Street Mall (North)",641
2017-11-16 22:00:00,22,"Melbourne Central",1565
2017-11-16 22:00:00,22,"Southbank",1412
2017-11-16 23:00:00,23,"Bourke Street Mall (North)",347
2017-11-16 23:00:00,23,"Melbourne Central",1038
2017-11-16 23:00:00,23,"Southbank",991
2017-11-17 00:00:00,0,"Bourke Street Mall (North)",197
2017-11-17 00:00:00,0,"Melbourne Central",529
2017-11-17 00:00:00,0,"Southbank",363
2017-11-17 01:00:00,1,"Bourke Street Mall (North)",86
2017-11-17 01:00:00,1,"Melbourne Central",380
2017-11-17 01:00:00,1,"Southbank",235
2017-11-17 02:00:00,2,"Bourke Street Mall (North)",124
2017-11-17 02:00:00,2,"Melbourne Central",251
2017-11-17 02:00:00,2,"Southbank",113
2017-11-17 03:00:00,3,"Bourke Street Mall (North)",51
2017-11-17 03:00:00,3,"Melbourne Central",273
2017-11-17 03:00:00,3,"Southbank",60
2017-11-17 04:00:00,4,"Bourke Street Mall (North)",30
2017-11-17 04:00:00,4,"Melbourne Central",99
2017-11-17 04:00:00,4,"Southbank",92
2017-11-17 05:00:00,5,"Bourke Street Mall (North)",35
2017-11-17 05:00:00,5,"Melbourne Central",150
2017-11-17 05:00:00,5,"Southbank",185
2017-11-17 06:00:00,6,"Bourke Street Mall (North)",163
2017-11-17 06:00:00,6,"Melbourne Central",265
2017-11-17 06:00:00,6,"Southbank",838
2017-11-17 07:00:00,7,"Bourke Street Mall (North)",378
2017-11-17 07:00:00,7,"Melbourne Central",435
2017-11-17 07:00:00,7,"Southbank",1857
2017-11-17 08:00:00,8,"Bourke Street Mall (North)",1070
2017-11-17 08:00:00,8,"Melbourne Central",814
2017-11-17 08:00:00,8,"Southbank",3612
2017-11-17 09:00:00,9,"Bourke Street Mall (North)",1271
2017-11-17 09:00:00,9,"Melbourne Central",843
2017-11-17 09:00:00,9,"Southbank",2401
2017-11-17 10:00:00,10,"Bourke Street Mall (North)",1766
2017-11-17 10:00:00,10,"Melbourne Central",1037
2017-11-17 10:00:00,10,"Southbank",2051
2017-11-17 11:00:00,11,"Bourke Street Mall (North)",2503
2017-11-17 11:00:00,11,"Melbourne Central",1558
2017-11-17 11:00:00,11,"Southbank",2341
2017-11-17 12:00:00,12,"Bourke Street Mall (North)",3509
2017-11-17 12:00:00,12,"Melbourne Central",2532
2017-11-17 12:00:00,12,"Southbank",3838
2017-11-17 13:00:00,13,"Bourke Street Mall (North)",3912
2017-11-17 13:00:00,13,"Melbourne Central",2765
2017-11-17 13:00:00,13,"Southbank",3717
2017-11-17 14:00:00,14,"Bourke Street Mall (North)",2889
2017-11-17 14:00:00,14,"Melbourne Central",2377
2017-11-17 14:00:00,14,"Southbank",2865
2017-11-17 15:00:00,15,"Bourke Street Mall (North)",3013
2017-11-17 15:00:00,15,"Melbourne Central",2418
2017-11-17 15:00:00,15,"Southbank",3048
2017-11-17 16:00:00,16,"Bourke Street Mall (North)",3207
2017-11-17 16:00:00,16,"Melbourne Central",2558
2017-11-17 16:00:00,16,"Southbank",3573
2017-11-17 17:00:00,17,"Bourke Street Mall (North)",3802
2017-11-17 17:00:00,17,"Melbourne Central",3216
2017-11-17 17:00:00,17,"Southbank",5124
2017-11-17 18:00:00,18,"Bourke Street Mall (North)",4016
2017-11-17 18:00:00,18,"Melbourne Central",4107
2017-11-17 18:00:00,18,"Southbank",4609
2017-11-17 19:00:00,19,"Bourke Street Mall (North)",3480
2017-11-17 19:00:00,19,"Melbourne Central",3252
2017-11-17 19:00:00,19,"Southbank",4288
2017-11-17 20:00:00,20,"Bourke Street Mall (North)",2645
2017-11-17 20:00:00,20,"Melbourne Central",2840
2017-11-17 20:00:00,20,"Southbank",3595
2017-11-17 21:00:00,21,"Bourke Street Mall (North)",1930
2017-11-17 21:00:00,21,"Melbourne Central",2979
2017-11-17 21:00:00,21,"Southbank",3337
2017-11-17 22:00:00,22,"Bourke Street Mall (North)",1182
2017-11-17 22:00:00,22,"Melbourne Central",2415
2017-11-17 22:00:00,22,"Southbank",3296
2017-11-17 23:00:00,23,"Bourke Street Mall (North)",759
2017-11-17 23:00:00,23,"Melbourne Central",1875
2017-11-17 23:00:00,23,"Southbank",2342
2017-11-18 00:00:00,0,"Bourke Street Mall (North)",394
2017-11-18 00:00:00,0,"Melbourne Central",1246
2017-11-18 00:00:00,0,"Southbank",1178
2017-11-18 01:00:00,1,"Bourke Street Mall (North)",297
2017-11-18 01:00:00,1,"Melbourne Central",807
2017-11-18 01:00:00,1,"Southbank",516
2017-11-18 02:00:00,2,"Bourke Street Mall (North)",184
2017-11-18 02:00:00,2,"Melbourne Central",556
2017-11-18 02:00:00,2,"Southbank",326
2017-11-18 03:00:00,3,"Bourke Street Mall (North)",186
2017-11-18 03:00:00,3,"Melbourne Central",424
2017-11-18 03:00:00,3,"Southbank",145
2017-11-18 04:00:00,4,"Bourke Street Mall (North)",75
2017-11-18 04:00:00,4,"Melbourne Central",157
2017-11-18 04:00:00,4,"Southbank",98
2017-11-18 05:00:00,5,"Bourke Street Mall (North)",68
2017-11-18 05:00:00,5,"Melbourne Central",131
2017-11-18 05:00:00,5,"Southbank",108
2017-11-18 06:00:00,6,"Bourke Street Mall (North)",165
2017-11-18 06:00:00,6,"Melbourne Central",122
2017-11-18 06:00:00,6,"Southbank",264
2017-11-18 07:00:00,7,"Bourke Street Mall (North)",307
2017-11-18 07:00:00,7,"Melbourne Central",273
2017-11-18 07:00:00,7,"Southbank",594
2017-11-18 08:00:00,8,"Bourke Street Mall (North)",1047
2017-11-18 08:00:00,8,"Melbourne Central",456
2017-11-18 08:00:00,8,"Southbank",946
2017-11-18 09:00:00,9,"Bourke Street Mall (North)",1794
2017-11-18 09:00:00,9,"Melbourne Central",814
2017-11-18 09:00:00,9,"Southbank",1391
2017-11-18 10:00:00,10,"Bourke Street Mall (North)",3144
2017-11-18 10:00:00,10,"Melbourne Central",1123
2017-11-18 10:00:00,10,"Southbank",1946
2017-11-18 11:00:00,11,"Bourke Street Mall (North)",3875
2017-11-18 11:00:00,11,"Melbourne Central",1737
2017-11-18 11:00:00,11,"Southbank",2667
2017-11-18 12:00:00,12,"Bourke Street Mall (North)",4388
2017-11-18 12:00:00,12,"Melbourne Central",2169
2017-11-18 12:00:00,12,"Southbank",3100
2017-11-18 13:00:00,13,"Bourke Street Mall (North)",4389
2017-11-18 13:00:00,13,"Melbourne Central",2637
2017-11-18 13:00:00,13,"Southbank",3056
2017-11-18 14:00:00,14,"Bourke Street Mall (North)",4395
2017-11-18 14:00:00,14,"Melbourne Central",2713
2017-11-18 14:00:00,14,"Southbank",3419
2017-11-18 15:00:00,15,"Bourke Street Mall (North)",3449
2017-11-18 15:00:00,15,"Melbourne Central",2162
2017-11-18 15:00:00,15,"Southbank",2651
2017-11-18 16:00:00,16,"Bourke Street Mall (North)",2387
2017-11-18 16:00:00,16,"Melbourne Central",1184
2017-11-18 16:00:00,16,"Southbank",1286
2017-11-18 17:00:00,17,"Bourke Street Mall (North)",2673
2017-11-18 17:00:00,17,"Melbourne Central",1926
2017-11-18 17:00:00,17,"Southbank",2016
2017-11-18 18:00:00,18,"Bourke Street Mall (North)",2352
2017-11-18 18:00:00,18,"Melbourne Central",1973
2017-11-18 18:00:00,18,"Southbank",2160
2017-11-18 19:00:00,19,"Bourke Street Mall (North)",2116
2017-11-18 19:00:00,19,"Melbourne Central",2545
2017-11-18 19:00:00,19,"Southbank",2995
2017-11-18 20:00:00,20,"Bourke Street Mall (North)",1612
2017-11-18 20:00:00,20,"Melbourne Central",2436
2017-11-18 20:00:00,20,"Southbank",3142
2017-11-18 21:00:00,21,"Bourke Street Mall (North)",1201
2017-11-18 21:00:00,21,"Melbourne Central",2121
2017-11-18 21:00:00,21,"Southbank",2752
2017-11-18 22:00:00,22,"Bourke Street Mall (North)",919
2017-11-18 22:00:00,22,"Melbourne Central",1702
2017-11-18 22:00:00,22,"Southbank",2376
2017-11-18 23:00:00,23,"Bourke Street Mall (North)",655
2017-11-18 23:00:00,23,"Melbourne Central",1372
2017-11-18 23:00:00,23,"Southbank",2192
2017-11-19 00:00:00,0,"Bourke Street Mall (North)",421
2017-11-19 00:00:00,0,"Melbourne Central",1076
2017-11-19 00:00:00,0,"Southbank",1142
2017-11-19 01:00:00,1,"Bourke Street Mall (North)",288
2017-11-19 01:00:00,1,"Melbourne Central",821
2017-11-19 01:00:00,1,"Southbank",682
2017-11-19 02:00:00,2,"Bourke Street Mall (North)",210
2017-11-19 02:00:00,2,"Melbourne Central",390
2017-11-19 02:00:00,2,"Southbank",376
2017-11-19 03:00:00,3,"Bourke Street Mall (North)",149
2017-11-19 03:00:00,3,"Melbourne Central",368
2017-11-19 03:00:00,3,"Southbank",220
2017-11-19 04:00:00,4,"Bourke Street Mall (North)",95
2017-11-19 04:00:00,4,"Melbourne Central",122
2017-11-19 04:00:00,4,"Southbank",114
2017-11-19 05:00:00,5,"Bourke Street Mall (North)",37
2017-11-19 05:00:00,5,"Melbourne Central",97
2017-11-19 05:00:00,5,"Southbank",135
2017-11-19 06:00:00,6,"Bourke Street Mall (North)",102
2017-11-19 06:00:00,6,"Melbourne Central",92
2017-11-19 06:00:00,6,"Southbank",270
2017-11-19 07:00:00,7,"Bourke Street Mall (North)",118
2017-11-19 07:00:00,7,"Melbourne Central",181
2017-11-19 07:00:00,7,"Southbank",669
2017-11-19 08:00:00,8,"Bourke Street Mall (North)",304
2017-11-19 08:00:00,8,"Melbourne Central",378
2017-11-19 08:00:00,8,"Southbank",1529
2017-11-19 09:00:00,9,"Bourke Street Mall (North)",974
2017-11-19 09:00:00,9,"Melbourne Central",623
2017-11-19 09:00:00,9,"Southbank",2074
2017-11-19 10:00:00,10,"Bourke Street Mall (North)",1800
2017-11-19 10:00:00,10,"Melbourne Central",959
2017-11-19 10:00:00,10,"Southbank",2504
2017-11-19 11:00:00,11,"Bourke Street Mall (North)",2481
2017-11-19 11:00:00,11,"Melbourne Central",1437
2017-11-19 11:00:00,11,"Southbank",3215
2017-11-19 12:00:00,12,"Bourke Street Mall (North)",3088
2017-11-19 12:00:00,12,"Melbourne Central",1990
2017-11-19 12:00:00,12,"Southbank",3290
2017-11-19 13:00:00,13,"Bourke Street Mall (North)",3442
2017-11-19 13:00:00,13,"Melbourne Central",2584
2017-11-19 13:00:00,13,"Southbank",3889
2017-11-19 14:00:00,14,"Bourke Street Mall (North)",3257
2017-11-19 14:00:00,14,"Melbourne Central",2801
2017-11-19 14:00:00,14,"Southbank",3658
2017-11-19 15:00:00,15,"Bourke Street Mall (North)",3358
2017-11-19 15:00:00,15,"Melbourne Central",2753
2017-11-19 15:00:00,15,"Southbank",3428
2017-11-19 16:00:00,16,"Bourke Street Mall (North)",3060
2017-11-19 16:00:00,16,"Melbourne Central",2165
2017-11-19 16:00:00,16,"Southbank",3581
2017-11-19 17:00:00,17,"Bourke Street Mall (North)",2723
2017-11-19 17:00:00,17,"Melbourne Central",2276
2017-11-19 17:00:00,17,"Southbank",3198
2017-11-19 18:00:00,18,"Bourke Street Mall (North)",2158
2017-11-19 18:00:00,18,"Melbourne Central",2266
2017-11-19 18:00:00,18,"Southbank",3430
2017-11-19 19:00:00,19,"Bourke Street Mall (North)",162
2017-11-19 19:00:00,19,"Melbourne Central",2286
2017-11-19 19:00:00,19,"Southbank",3115
2017-11-19 20:00:00,20,"Bourke Street Mall (North)",19
2017-11-19 20:00:00,20,"Melbourne Central",1902
2017-11-19 20:00:00,20,"Southbank",2949
2017-11-19 21:00:00,21,"Bourke Street Mall (North)",3
2017-11-19 21:00:00,21,"Melbourne Central",1632
2017-11-19 21:00:00,21,"Southbank",2675
2017-11-19 22:00:00,22,"Bourke Street Mall (North)",20
2017-11-19 22:00:00,22,"Melbourne Central",1210
2017-11-19 22:00:00,22,"Southbank",1464
2017-11-19 23:00:00,23,"Bourke Street Mall (North)",77
2017-11-19 23:00:00,23,"Melbourne Central",710
2017-11-19 23:00:00,23,"Southbank",795
2017-11-20 00:00:00,0,"Bourke Street Mall (North)",46
2017-11-20 00:00:00,0,"Melbourne Central",329
2017-11-20 00:00:00,0,"Southbank",317
2017-11-20 01:00:00,1,"Bourke Street Mall (North)",54
2017-11-20 01:00:00,1,"Melbourne Central",184
2017-11-20 01:00:00,1,"Southbank",89
2017-11-20 02:00:00,2,"Bourke Street Mall (North)",44
2017-11-20 02:00:00,2,"Melbourne Central",119
2017-11-20 02:00:00,2,"Southbank",26
2017-11-20 03:00:00,3,"Bourke Street Mall (North)",37
2017-11-20 03:00:00,3,"Melbourne Central",61
2017-11-20 03:00:00,3,"Southbank",35
2017-11-20 04:00:00,4,"Bourke Street Mall (North)",10
2017-11-20 04:00:00,4,"Melbourne Central",31
2017-11-20 04:00:00,4,"Southbank",27
2017-11-20 05:00:00,5,"Bourke Street Mall (North)",37
2017-11-20 05:00:00,5,"Melbourne Central",82
2017-11-20 05:00:00,5,"Southbank",147
2017-11-20 06:00:00,6,"Bourke Street Mall (North)",33
2017-11-20 06:00:00,6,"Melbourne Central",176
2017-11-20 06:00:00,6,"Southbank",591
2017-11-20 07:00:00,7,"Bourke Street Mall (North)",156
2017-11-20 07:00:00,7,"Melbourne Central",418
2017-11-20 07:00:00,7,"Southbank",1800
2017-11-20 08:00:00,8,"Bourke Street Mall (North)",482
2017-11-20 08:00:00,8,"Melbourne Central",799
2017-11-20 08:00:00,8,"Southbank",3841
2017-11-20 09:00:00,9,"Bourke Street Mall (North)",85
2017-11-20 09:00:00,9,"Melbourne Central",827
2017-11-20 09:00:00,9,"Southbank",2276
2017-11-20 10:00:00,10,"Bourke Street Mall (North)",744
2017-11-20 10:00:00,10,"Melbourne Central",1047
2017-11-20 10:00:00,10,"Southbank",1706
2017-11-20 11:00:00,11,"Bourke Street Mall (North)",1616
2017-11-20 11:00:00,11,"Melbourne Central",1401
2017-11-20 11:00:00,11,"Southbank",1919
2017-11-20 12:00:00,12,"Bourke Street Mall (North)",2597
2017-11-20 12:00:00,12,"Melbourne Central",2297
2017-11-20 12:00:00,12,"Southbank",3435
2017-11-20 13:00:00,13,"Bourke Street Mall (North)",2572
2017-11-20 13:00:00,13,"Melbourne Central",2431
2017-11-20 13:00:00,13,"Southbank",3448
2017-11-20 14:00:00,14,"Bourke Street Mall (North)",2070
2017-11-20 14:00:00,14,"Melbourne Central",2109
2017-11-20 14:00:00,14,"Southbank",2193
2017-11-20 15:00:00,15,"Bourke Street Mall (North)",1825
2017-11-20 15:00:00,15,"Melbourne Central",2123
2017-11-20 15:00:00,15,"Southbank",2165
2017-11-20 16:00:00,16,"Bourke Street Mall (North)",1994
2017-11-20 16:00:00,16,"Melbourne Central",1966
2017-11-20 16:00:00,16,"Southbank",2622
2017-11-20 17:00:00,17,"Bourke Street Mall (North)",2095
2017-11-20 17:00:00,17,"Melbourne Central",2527
2017-11-20 17:00:00,17,"Southbank",4665
2017-11-20 18:00:00,18,"Bourke Street Mall (North)",2053
2017-11-20 18:00:00,18,"Melbourne Central",2331
2017-11-20 18:00:00,18,"Southbank",3762
2017-11-20 19:00:00,19,"Bourke Street Mall (North)",1608
2017-11-20 19:00:00,19,"Melbourne Central",2268
2017-11-20 19:00:00,19,"Southbank",2535
2017-11-20 20:00:00,20,"Bourke Street Mall (North)",803
2017-11-20 20:00:00,20,"Melbourne Central",2042
2017-11-20 20:00:00,20,"Southbank",2196
2017-11-20 21:00:00,21,"Bourke Street Mall (North)",877
2017-11-20 21:00:00,21,"Melbourne Central",1715
2017-11-20 21:00:00,21,"Southbank",1977
2017-11-20 22:00:00,22,"Bourke Street Mall (North)",561
2017-11-20 22:00:00,22,"Melbourne Central",1189
2017-11-20 22:00:00,22,"Southbank",948
2017-11-20 23:00:00,23,"Bourke Street Mall (North)",341
2017-11-20 23:00:00,23,"Melbourne Central",689
2017-11-20 23:00:00,23,"Southbank",671
2017-11-21 00:00:00,0,"Bourke Street Mall (North)",199
2017-11-21 00:00:00,0,"Melbourne Central",354
2017-11-21 00:00:00,0,"Southbank",179
2017-11-21 01:00:00,1,"Bourke Street Mall (North)",2
2017-11-21 01:00:00,1,"Melbourne Central",223
2017-11-21 01:00:00,1,"Southbank",51
2017-11-21 02:00:00,2,"Bourke Street Mall (North)",13
2017-11-21 02:00:00,2,"Melbourne Central",59
2017-11-21 02:00:00,2,"Southbank",41
2017-11-21 03:00:00,3,"Bourke Street Mall (North)",33
2017-11-21 03:00:00,3,"Melbourne Central",42
2017-11-21 03:00:00,3,"Southbank",9
2017-11-21 04:00:00,4,"Bourke Street Mall (North)",15
2017-11-21 04:00:00,4,"Melbourne Central",52
2017-11-21 04:00:00,4,"Southbank",31
2017-11-21 05:00:00,5,"Bourke Street Mall (North)",42
2017-11-21 05:00:00,5,"Melbourne Central",69
2017-11-21 05:00:00,5,"Southbank",199
2017-11-21 06:00:00,6,"Bourke Street Mall (North)",179
2017-11-21 06:00:00,6,"Melbourne Central",210
2017-11-21 06:00:00,6,"Southbank",975
2017-11-21 07:00:00,7,"Bourke Street Mall (North)",529
2017-11-21 07:00:00,7,"Melbourne Central",370
2017-11-21 07:00:00,7,"Southbank",2128
2017-11-21 08:00:00,8,"Bourke Street Mall (North)",1209
2017-11-21 08:00:00,8,"Melbourne Central",913
2017-11-21 08:00:00,8,"Southbank",4080
2017-11-21 09:00:00,9,"Bourke Street Mall (North)",1109
2017-11-21 09:00:00,9,"Melbourne Central",802
2017-11-21 09:00:00,9,"Southbank",2206
2017-11-21 10:00:00,10,"Bourke Street Mall (North)",1710
2017-11-21 10:00:00,10,"Melbourne Central",925
2017-11-21 10:00:00,10,"Southbank",2490
2017-11-21 11:00:00,11,"Bourke Street Mall (North)",2538
2017-11-21 11:00:00,11,"Melbourne Central",1238
2017-11-21 11:00:00,11,"Southbank",1954
2017-11-21 12:00:00,12,"Bourke Street Mall (North)",3963
2017-11-21 12:00:00,12,"Melbourne Central",2116
2017-11-21 12:00:00,12,"Southbank",3446
2017-11-21 13:00:00,13,"Bourke Street Mall (North)",4193
2017-11-21 13:00:00,13,"Melbourne Central",2386
2017-11-21 13:00:00,13,"Southbank",3456
2017-11-21 14:00:00,14,"Bourke Street Mall (North)",3347
2017-11-21 14:00:00,14,"Melbourne Central",2125
2017-11-21 14:00:00,14,"Southbank",2114
2017-11-21 15:00:00,15,"Bourke Street Mall (North)",3072
2017-11-21 15:00:00,15,"Melbourne Central",1962
2017-11-21 15:00:00,15,"Southbank",2208
2017-11-21 16:00:00,16,"Bourke Street Mall (North)",3172
2017-11-21 16:00:00,16,"Melbourne Central",2107
2017-11-21 16:00:00,16,"Southbank",2833
2017-11-21 17:00:00,17,"Bourke Street Mall (North)",3508
2017-11-21 17:00:00,17,"Melbourne Central",2633
2017-11-21 17:00:00,17,"Southbank",4543
2017-11-21 18:00:00,18,"Bourke Street Mall (North)",2960
2017-11-21 18:00:00,18,"Melbourne Central",2438
2017-11-21 18:00:00,18,"Southbank",3630
2017-11-21 19:00:00,19,"Bourke Street Mall (North)",2179
2017-11-21 19:00:00,19,"Melbourne Central",2086
2017-11-21 19:00:00,19,"Southbank",2696
2017-11-21 20:00:00,20,"Bourke Street Mall (North)",1715
2017-11-21 20:00:00,20,"Melbourne Central",2237
2017-11-21 20:00:00,20,"Southbank",2379
2017-11-21 21:00:00,21,"Bourke Street Mall (North)",1259
2017-11-21 21:00:00,21,"Melbourne Central",2023
2017-11-21 21:00:00,21,"Southbank",2088
2017-11-21 22:00:00,22,"Bourke Street Mall (North)",789
2017-11-21 22:00:00,22,"Melbourne Central",1336
2017-11-21 22:00:00,22,"Southbank",1292
2017-11-21 23:00:00,23,"Bourke Street Mall (North)",278
2017-11-21 23:00:00,23,"Melbourne Central",742
2017-11-21 23:00:00,23,"Southbank",664
2017-11-22 00:00:00,0,"Bourke Street Mall (North)",187
2017-11-22 00:00:00,0,"Melbourne Central",286
2017-11-22 00:00:00,0,"Southbank",285
2017-11-22 01:00:00,1,"Bourke Street Mall (North)",85
2017-11-22 01:00:00,1,"Melbourne Central",157
2017-11-22 01:00:00,1,"Southbank",145
2017-11-22 02:00:00,2,"Bourke Street Mall (North)",37
2017-11-22 02:00:00,2,"Melbourne Central",84
2017-11-22 02:00:00,2,"Southbank",51
2017-11-22 03:00:00,3,"Bourke Street Mall (North)",20
2017-11-22 03:00:00,3,"Melbourne Central",48
2017-11-22 03:00:00,3,"Southbank",22
2017-11-22 04:00:00,4,"Bourke Street Mall (North)",24
2017-11-22 04:00:00,4,"Melbourne Central",49
2017-11-22 04:00:00,4,"Southbank",34
2017-11-22 05:00:00,5,"Bourke Street Mall (North)",51
2017-11-22 05:00:00,5,"Melbourne Central",73
2017-11-22 05:00:00,5,"Southbank",191
2017-11-22 06:00:00,6,"Bourke Street Mall (North)",119
2017-11-22 06:00:00,6,"Melbourne Central",216
2017-11-22 06:00:00,6,"Southbank",984
2017-11-22 07:00:00,7,"Bourke Street Mall (North)",432
2017-11-22 07:00:00,7,"Melbourne Central",414
2017-11-22 07:00:00,7,"Southbank",2037
2017-11-22 08:00:00,8,"Bourke Street Mall (North)",1086
2017-11-22 08:00:00,8,"Melbourne Central",853
2017-11-22 08:00:00,8,"Southbank",3803
2017-11-22 09:00:00,9,"Bourke Street Mall (North)",1050
2017-11-22 09:00:00,9,"Melbourne Central",776
2017-11-22 09:00:00,9,"Southbank",2098
2017-11-22 10:00:00,10,"Bourke Street Mall (North)",1701
2017-11-22 10:00:00,10,"Melbourne Central",974
2017-11-22 10:00:00,10,"Southbank",1588
2017-11-22 11:00:00,11,"Bourke Street Mall (North)",2459
2017-11-22 11:00:00,11,"Melbourne Central",1335
2017-11-22 11:00:00,11,"Southbank",1769
