"Date_Time","Time","Sensor","Count"
2016-08-01 19:00:00,19,"Southbank",1141
2016-08-01 20:00:00,20,"Bourke Street Mall (North)",531
2016-08-01 20:00:00,20,"Melbourne Central",1942
2016-08-01 20:00:00,20,"Southbank",713
2016-08-01 21:00:00,21,"Bourke Street Mall (North)",328
2016-08-01 21:00:00,21,"Melbourne Central",1087
2016-08-01 21:00:00,21,"Southbank",556
2016-08-01 22:00:00,22,"Bourke Street Mall (North)",162
2016-08-01 22:00:00,22,"Melbourne Central",729
2016-08-01 22:00:00,22,"Southbank",436
2016-08-01 23:00:00,23,"Bourke Street Mall (North)",67
2016-08-01 23:00:00,23,"Melbourne Central",420
2016-08-01 23:00:00,23,"Southbank",245
2016-08-02 00:00:00,0,"Bourke Street Mall (North)",55
2016-08-02 00:00:00,0,"Melbourne Central",198
2016-08-02 00:00:00,0,"Southbank",80
2016-08-02 01:00:00,1,"Bourke Street Mall (North)",35
2016-08-02 01:00:00,1,"Melbourne Central",83
2016-08-02 01:00:00,1,"Southbank",43
2016-08-02 02:00:00,2,"Bourke Street Mall (North)",22
2016-08-02 02:00:00,2,"Melbourne Central",59
2016-08-02 02:00:00,2,"Southbank",28
2016-08-02 03:00:00,3,"Bourke Street Mall (North)",23
2016-08-02 03:00:00,3,"Melbourne Central",30
2016-08-02 03:00:00,3,"Southbank",15
2016-08-02 04:00:00,4,"Bourke Street Mall (North)",7
2016-08-02 04:00:00,4,"Melbourne Central",34
2016-08-02 04:00:00,4,"Southbank",29
2016-08-02 05:00:00,5,"Bourke Street Mall (North)",53
2016-08-02 05:00:00,5,"Melbourne Central",95
2016-08-02 05:00:00,5,"Southbank",137
2016-08-02 06:00:00,6,"Bourke Street Mall (North)",118
2016-08-02 06:00:00,6,"Melbourne Central",163
2016-08-02 06:00:00,6,"Southbank",648
2016-08-02 07:00:00,7,"Bourke Street Mall (North)",302
2016-08-02 07:00:00,7,"Melbourne Central",377
2016-08-02 07:00:00,7,"Southbank",1403
2016-08-02 08:00:00,8,"Bourke Street Mall (North)",835
2016-08-02 08:00:00,8,"Melbourne Central",956
2016-08-02 08:00:00,8,"Southbank",3187
2016-08-02 09:00:00,9,"Bourke Street Mall (North)",879
2016-08-02 09:00:00,9,"Melbourne Central",917
2016-08-02 09:00:00,9,"Southbank",1654
2016-08-02 10:00:00,10,"Bourke Street Mall (North)",1324
2016-08-02 10:00:00,10,"Melbourne Central",1086
2016-08-02 10:00:00,10,"Southbank",1130
2016-08-02 11:00:00,11,"Bourke Street Mall (North)",1853
2016-08-02 11:00:00,11,"Melbourne Central",1924
2016-08-02 11:00:00,11,"Southbank",1581
2016-08-02 12:00:00,12,"Bourke Street Mall (North)",3076
2016-08-02 12:00:00,12,"Melbourne Central",2832
2016-08-02 12:00:00,12,"Southbank",3108
2016-08-02 13:00:00,13,"Bourke Street Mall (North)",3477
2016-08-02 13:00:00,13,"Melbourne Central",2898
2016-08-02 13:00:00,13,"Southbank",3023
2016-08-02 14:00:00,14,"Bourke Street Mall (North)",2881
2016-08-02 14:00:00,14,"Melbourne Central",2597
2016-08-02 14:00:00,14,"Southbank",2168
2016-08-02 15:00:00,15,"Bourke Street Mall (North)",2764
2016-08-02 15:00:00,15,"Melbourne Central",2651
2016-08-02 15:00:00,15,"Southbank",2288
2016-08-02 16:00:00,16,"Bourke Street Mall (North)",2955
2016-08-02 16:00:00,16,"Melbourne Central",2698
2016-08-02 16:00:00,16,"Southbank",2457
2016-08-02 17:00:00,17,"Bourke Street Mall (North)",3081
2016-08-02 17:00:00,17,"Melbourne Central",2993
2016-08-02 17:00:00,17,"Southbank",3924
2016-08-02 18:00:00,18,"Bourke Street Mall (North)",2449
2016-08-02 18:00:00,18,"Melbourne Central",2953
2016-08-02 18:00:00,18,"Southbank",2850
2016-08-02 19:00:00,19,"Bourke Street Mall (North)",1206
2016-08-02 19:00:00,19,"Melbourne Central",2576
2016-08-02 19:00:00,19,"Southbank",1932
2016-08-02 20:00:00,20,"Bourke Street Mall (North)",749
2016-08-02 20:00:00,20,"Melbourne Central",2493
2016-08-02 20:00:00,20,"Southbank",1388
2016-08-02 21:00:00,21,"Bourke Street Mall (North)",504
2016-08-02 21:00:00,21,"Melbourne Central",1567
2016-08-02 21:00:00,21,"Southbank",1119
2016-08-02 22:00:00,22,"Bourke Street Mall (North)",261
2016-08-02 22:00:00,22,"Melbourne Central",1011
2016-08-02 22:00:00,22,"Southbank",724
2016-08-02 23:00:00,23,"Bourke Street Mall (North)",145
2016-08-02 23:00:00,23,"Melbourne Central",575
2016-08-02 23:00:00,23,"Southbank",376
2016-08-03 00:00:00,0,"Bourke Street Mall (North)",61
2016-08-03 00:00:00,0,"Melbourne Central",205
2016-08-03 00:00:00,0,"Southbank",116
2016-08-03 01:00:00,1,"Bourke Street Mall (North)",31
2016-08-03 01:00:00,1,"Melbourne Central",128
2016-08-03 01:00:00,1,"Southbank",59
2016-08-03 02:00:00,2,"Bourke Street Mall (North)",20
2016-08-03 02:00:00,2,"Melbourne Central",56
2016-08-03 02:00:00,2,"Southbank",15
2016-08-03 03:00:00,3,"Bourke Street Mall (North)",12
2016-08-03 03:00:00,3,"Melbourne Central",44
2016-08-03 03:00:00,3,"Southbank",19
2016-08-03 04:00:00,4,"Bourke Street Mall (North)",12
2016-08-03 04:00:00,4,"Melbourne Central",25
2016-08-03 04:00:00,4,"Southbank",36
2016-08-03 05:00:00,5,"Bourke Street Mall (North)",54
2016-08-03 05:00:00,5,"Melbourne Central",96
2016-08-03 05:00:00,5,"Southbank",142
2016-08-03 06:00:00,6,"Bourke Street Mall (North)",93
2016-08-03 06:00:00,6,"Melbourne Central",187
2016-08-03 06:00:00,6,"Southbank",660
2016-08-03 07:00:00,7,"Bourke Street Mall (North)",324
2016-08-03 07:00:00,7,"Melbourne Central",396
2016-08-03 07:00:00,7,"Southbank",1457
2016-08-03 08:00:00,8,"Bourke Street Mall (North)",853
2016-08-03 08:00:00,8,"Melbourne Central",918
2016-08-03 08:00:00,8,"Southbank",3152
2016-08-03 09:00:00,9,"Bourke Street Mall (North)",970
2016-08-03 09:00:00,9,"Melbourne Central",929
2016-08-03 09:00:00,9,"Southbank",1789
2016-08-03 10:00:00,10,"Bourke Street Mall (North)",1231
2016-08-03 10:00:00,10,"Melbourne Central",1254
2016-08-03 10:00:00,10,"Southbank",1298
2016-08-03 11:00:00,11,"Bourke Street Mall (North)",1863
2016-08-03 11:00:00,11,"Melbourne Central",1693
2016-08-03 11:00:00,11,"Southbank",1226
2016-08-03 12:00:00,12,"Bourke Street Mall (North)",2747
2016-08-03 12:00:00,12,"Melbourne Central",2325
2016-08-03 12:00:00,12,"Southbank",2253
2016-08-03 13:00:00,13,"Bourke Street Mall (North)",3446
2016-08-03 13:00:00,13,"Melbourne Central",2741
2016-08-03 13:00:00,13,"Southbank",2552
2016-08-03 14:00:00,14,"Bourke Street Mall (North)",2718
2016-08-03 14:00:00,14,"Melbourne Central",2126
2016-08-03 14:00:00,14,"Southbank",1629
2016-08-03 15:00:00,15,"Bourke Street Mall (North)",2813
2016-08-03 15:00:00,15,"Melbourne Central",2323
2016-08-03 15:00:00,15,"Southbank",1668
2016-08-03 16:00:00,16,"Bourke Street Mall (North)",2767
2016-08-03 16:00:00,16,"Melbourne Central",2654
2016-08-03 16:00:00,16,"Southbank",2236
2016-08-03 17:00:00,17,"Bourke Street Mall (North)",3181
2016-08-03 17:00:00,17,"Melbourne Central",3067
2016-08-03 17:00:00,17,"Southbank",3617
2016-08-03 18:00:00,18,"Bourke Street Mall (North)",2540
2016-08-03 18:00:00,18,"Melbourne Central",2755
2016-08-03 18:00:00,18,"Southbank",2786
2016-08-03 19:00:00,19,"Bourke Street Mall (North)",1418
2016-08-03 19:00:00,19,"Melbourne Central",2556
2016-08-03 19:00:00,19,"Southbank",1977
2016-08-03 20:00:00,20,"Bourke Street Mall (North)",817
2016-08-03 20:00:00,20,"Melbourne Central",2562
2016-08-03 20:00:00,20,"Southbank",1343
2016-08-03 21:00:00,21,"Bourke Street Mall (North)",506
2016-08-03 21:00:00,21,"Melbourne Central",1581
2016-08-03 21:00:00,21,"Southbank",1216
2016-08-03 22:00:00,22,"Bourke Street Mall (North)",323
2016-08-03 22:00:00,22,"Melbourne Central",1071
2016-08-03 22:00:00,22,"Southbank",870
2016-08-03 23:00:00,23,"Bourke Street Mall (North)",145
2016-08-03 23:00:00,23,"Melbourne Central",667
2016-08-03 23:00:00,23,"Southbank",526
2016-08-04 00:00:00,0,"Bourke Street Mall (North)",63
2016-08-04 00:00:00,0,"Melbourne Central",306
2016-08-04 00:00:00,0,"Southbank",178
2016-08-04 01:00:00,1,"Bourke Street Mall (North)",54
2016-08-04 01:00:00,1,"Melbourne Central",163
2016-08-04 01:00:00,1,"Southbank",70
2016-08-04 02:00:00,2,"Bourke Street Mall (North)",35
2016-08-04 02:00:00,2,"Melbourne Central",144
2016-08-04 02:00:00,2,"Southbank",54
2016-08-04 03:00:00,3,"Bourke Street Mall (North)",31
2016-08-04 03:00:00,3,"Melbourne Central",43
2016-08-04 03:00:00,3,"Southbank",21
2016-08-04 04:00:00,4,"Bourke Street Mall (North)",6
2016-08-04 04:00:00,4,"Melbourne Central",35
2016-08-04 04:00:00,4,"Southbank",34
2016-08-04 05:00:00,5,"Bourke Street Mall (North)",50
2016-08-04 05:00:00,5,"Melbourne Central",107
2016-08-04 05:00:00,5,"Southbank",115
2016-08-04 06:00:00,6,"Bourke Street Mall (North)",117
2016-08-04 06:00:00,6,"Melbourne Central",171
2016-08-04 06:00:00,6,"Southbank",708
2016-08-04 07:00:00,7,"Bourke Street Mall (North)",396
2016-08-04 07:00:00,7,"Melbourne Central",387
2016-08-04 07:00:00,7,"Southbank",1441
2016-08-04 08:00:00,8,"Bourke Street Mall (North)",896
2016-08-04 08:00:00,8,"Melbourne Central",944
2016-08-04 08:00:00,8,"Southbank",3156
2016-08-04 09:00:00,9,"Bourke Street Mall (North)",1159
2016-08-04 09:00:00,9,"Melbourne Central",981
2016-08-04 09:00:00,9,"Southbank",1779
2016-08-04 10:00:00,10,"Bourke Street Mall (North)",1445
2016-08-04 10:00:00,10,"Melbourne Central",1285
2016-08-04 10:00:00,10,"Southbank",1221
2016-08-04 11:00:00,11,"Bourke Street Mall (North)",1964
2016-08-04 11:00:00,11,"Melbourne Central",1683
2016-08-04 11:00:00,11,"Southbank",1687
2016-08-04 12:00:00,12,"Bourke Street Mall (North)",3278
2016-08-04 12:00:00,12,"Melbourne Central",2713
2016-08-04 12:00:00,12,"Southbank",3359
2016-08-04 13:00:00,13,"Bourke Street Mall (North)",3720
2016-08-04 13:00:00,13,"Melbourne Central",2989
2016-08-04 13:00:00,13,"Southbank",3439
2016-08-04 14:00:00,14,"Bourke Street Mall (North)",3127
2016-08-04 14:00:00,14,"Melbourne Central",2638
2016-08-04 14:00:00,14,"Southbank",2243
2016-08-04 15:00:00,15,"Bourke Street Mall (North)",2968
2016-08-04 15:00:00,15,"Melbourne Central",2521
2016-08-04 15:00:00,15,"Southbank",2177
2016-08-04 16:00:00,16,"Bourke Street Mall (North)",3070
2016-08-04 16:00:00,16,"Melbourne Central",2707
2016-08-04 16:00:00,16,"Southbank",2440
2016-08-04 17:00:00,17,"Bourke Street Mall (North)",3607
2016-08-04 17:00:00,17,"Melbourne Central",3120
2016-08-04 17:00:00,17,"Southbank",3821
2016-08-04 18:00:00,18,"Bourke Street Mall (North)",3090
2016-08-04 18:00:00,18,"Melbourne Central",3121
2016-08-04 18:00:00,18,"Southbank",3189
2016-08-04 19:00:00,19,"Bourke Street Mall (North)",2092
2016-08-04 19:00:00,19,"Melbourne Central",2537
2016-08-04 19:00:00,19,"Southbank",2273
2016-08-04 20:00:00,20,"Bourke Street Mall (North)",1495
2016-08-04 20:00:00,20,"Melbourne Central",2545
2016-08-04 20:00:00,20,"Southbank",1582
2016-08-04 21:00:00,21,"Bourke Street Mall (North)",883
2016-08-04 21:00:00,21,"Melbourne Central",1994
2016-08-04 21:00:00,21,"Southbank",1203
2016-08-04 22:00:00,22,"Bourke Street Mall (North)",397
2016-08-04 22:00:00,22,"Melbourne Central",1410
2016-08-04 22:00:00,22,"Southbank",976
2016-08-04 23:00:00,23,"Bourke Street Mall (North)",136
2016-08-04 23:00:00,23,"Melbourne Central",844
2016-08-04 23:00:00,23,"Southbank",569
2016-08-05 00:00:00,0,"Bourke Street Mall (North)",77
2016-08-05 00:00:00,0,"Melbourne Central",386
2016-08-05 00:00:00,0,"Southbank",229
2016-08-05 01:00:00,1,"Bourke Street Mall (North)",73
2016-08-05 01:00:00,1,"Melbourne Central",256
2016-08-05 01:00:00,1,"Southbank",88
2016-08-05 02:00:00,2,"Bourke Street Mall (North)",33
2016-08-05 02:00:00,2,"Melbourne Central",162
2016-08-05 02:00:00,2,"Southbank",51
2016-08-05 03:00:00,3,"Bourke Street Mall (North)",43
2016-08-05 03:00:00,3,"Melbourne Central",210
2016-08-05 03:00:00,3,"Southbank",28
2016-08-05 04:00:00,4,"Bourke Street Mall (North)",35
2016-08-05 04:00:00,4,"Melbourne Central",54
2016-08-05 04:00:00,4,"Southbank",76
2016-08-05 05:00:00,5,"Bourke Street Mall (North)",32
2016-08-05 05:00:00,5,"Melbourne Central",85
2016-08-05 05:00:00,5,"Southbank",129
2016-08-05 06:00:00,6,"Bourke Street Mall (North)",134
2016-08-05 06:00:00,6,"Melbourne Central",170
2016-08-05 06:00:00,6,"Southbank",628
2016-08-05 07:00:00,7,"Bourke Street Mall (North)",285
2016-08-05 07:00:00,7,"Melbourne Central",356
2016-08-05 07:00:00,7,"Southbank",1317
2016-08-05 08:00:00,8,"Bourke Street Mall (North)",888
2016-08-05 08:00:00,8,"Melbourne Central",788
2016-08-05 08:00:00,8,"Southbank",2910
2016-08-05 09:00:00,9,"Bourke Street Mall (North)",1071
2016-08-05 09:00:00,9,"Melbourne Central",897
2016-08-05 09:00:00,9,"Southbank",1986
2016-08-05 10:00:00,10,"Bourke Street Mall (North)",1655
2016-08-05 10:00:00,10,"Melbourne Central",1304
2016-08-05 10:00:00,10,"Southbank",1580
2016-08-05 11:00:00,11,"Bourke Street Mall (North)",2288
2016-08-05 11:00:00,11,"Melbourne Central",1757
2016-08-05 11:00:00,11,"Southbank",1867
2016-08-05 12:00:00,12,"Bourke Street Mall (North)",3671
2016-08-05 12:00:00,12,"Melbourne Central",3013
2016-08-05 12:00:00,12,"Southbank",3270
2016-08-05 13:00:00,13,"Bourke Street Mall (North)",3958
2016-08-05 13:00:00,13,"Melbourne Central",3074
2016-08-05 13:00:00,13,"Southbank",3596
2016-08-05 14:00:00,14,"Bourke Street Mall (North)",3542
2016-08-05 14:00:00,14,"Melbourne Central",2827
2016-08-05 14:00:00,14,"Southbank",2340
2016-08-05 15:00:00,15,"Bourke Street Mall (North)",3358
2016-08-05 15:00:00,15,"Melbourne Central",2805
2016-08-05 15:00:00,15,"Southbank",2373
2016-08-05 16:00:00,16,"Bourke Street Mall (North)",3646
2016-08-05 16:00:00,16,"Melbourne Central",3312
2016-08-05 16:00:00,16,"Southbank",3050
2016-08-05 17:00:00,17,"Bourke Street Mall (North)",4193
2016-08-05 17:00:00,17,"Melbourne Central",3590
2016-08-05 17:00:00,17,"Southbank",4633
2016-08-05 18:00:00,18,"Bourke Street Mall (North)",3668
2016-08-05 18:00:00,18,"Melbourne Central",3827
2016-08-05 18:00:00,18,"Southbank",4124
2016-08-05 19:00:00,19,"Bourke Street Mall (North)",2696
2016-08-05 19:00:00,19,"Melbourne Central",3188
2016-08-05 19:00:00,19,"Southbank",3350
2016-08-05 20:00:00,20,"Bourke Street Mall (North)",2263
2016-08-05 20:00:00,20,"Melbourne Central",3062
2016-08-05 20:00:00,20,"Southbank",2587
2016-08-05 21:00:00,21,"Bourke Street Mall (North)",1407
2016-08-05 21:00:00,21,"Melbourne Central",2886
2016-08-05 21:00:00,21,"Southbank",2294
2016-08-05 22:00:00,22,"Bourke Street Mall (North)",1008
2016-08-05 22:00:00,22,"Melbourne Central",2397
2016-08-05 22:00:00,22,"Southbank",2775
2016-08-05 23:00:00,23,"Bourke Street Mall (North)",702
2016-08-05 23:00:00,23,"Melbourne Central",1783
2016-08-05 23:00:00,23,"Southbank",2228
2016-08-06 00:00:00,0,"Bourke Street Mall (North)",380
2016-08-06 00:00:00,0,"Melbourne Central",1047
2016-08-06 00:00:00,0,"Southbank",807
2016-08-06 01:00:00,1,"Bourke Street Mall (North)",278
2016-08-06 01:00:00,1,"Melbourne Central",713
2016-08-06 01:00:00,1,"Southbank",412
2016-08-06 02:00:00,2,"Bourke Street Mall (North)",150
2016-08-06 02:00:00,2,"Melbourne Central",376
2016-08-06 02:00:00,2,"Southbank",258
2016-08-06 03:00:00,3,"Bourke Street Mall (North)",127
2016-08-06 03:00:00,3,"Melbourne Central",276
2016-08-06 03:00:00,3,"Southbank",160
2016-08-06 04:00:00,4,"Bourke Street Mall (North)",68
2016-08-06 04:00:00,4,"Melbourne Central",122
2016-08-06 04:00:00,4,"Southbank",66
2016-08-06 05:00:00,5,"Bourke Street Mall (North)",33
2016-08-06 05:00:00,5,"Melbourne Central",145
2016-08-06 05:00:00,5,"Southbank",65
2016-08-06 06:00:00,6,"Bourke Street Mall (North)",52
2016-08-06 06:00:00,6,"Melbourne Central",111
2016-08-06 06:00:00,6,"Southbank",209
2016-08-06 07:00:00,7,"Bourke Street Mall (North)",114
2016-08-06 07:00:00,7,"Melbourne Central",225
2016-08-06 07:00:00,7,"Southbank",375
2016-08-06 08:00:00,8,"Bourke Street Mall (North)",309
2016-08-06 08:00:00,8,"Melbourne Central",393
2016-08-06 08:00:00,8,"Southbank",702
2016-08-06 09:00:00,9,"Bourke Street Mall (North)",750
2016-08-06 09:00:00,9,"Melbourne Central",683
2016-08-06 09:00:00,9,"Southbank",1077
2016-08-06 10:00:00,10,"Bourke Street Mall (North)",1533
2016-08-06 10:00:00,10,"Melbourne Central",937
2016-08-06 10:00:00,10,"Southbank",1395
2016-08-06 11:00:00,11,"Bourke Street Mall (North)",2285
2016-08-06 11:00:00,11,"Melbourne Central",1614
2016-08-06 11:00:00,11,"Southbank",2002
2016-08-06 12:00:00,12,"Bourke Street Mall (North)",3134
2016-08-06 12:00:00,12,"Melbourne Central",2490
2016-08-06 12:00:00,12,"Southbank",2338
2016-08-06 13:00:00,13,"Bourke Street Mall (North)",3487
2016-08-06 13:00:00,13,"Melbourne Central",2944
2016-08-06 13:00:00,13,"Southbank",2695
2016-08-06 14:00:00,14,"Bourke Street Mall (North)",3711
2016-08-06 14:00:00,14,"Melbourne Central",3020
2016-08-06 14:00:00,14,"Southbank",2735
2016-08-06 15:00:00,15,"Bourke Street Mall (North)",4068
2016-08-06 15:00:00,15,"Melbourne Central",3337
2016-08-06 15:00:00,15,"Southbank",3194
2016-08-06 16:00:00,16,"Bourke Street Mall (North)",4016
2016-08-06 16:00:00,16,"Melbourne Central",3021
2016-08-06 16:00:00,16,"Southbank",3403
2016-08-06 17:00:00,17,"Bourke Street Mall (North)",3656
2016-08-06 17:00:00,17,"Melbourne Central",3198
2016-08-06 17:00:00,17,"Southbank",3959
2016-08-06 18:00:00,18,"Bourke Street Mall (North)",2716
2016-08-06 18:00:00,18,"Melbourne Central",3348
2016-08-06 18:00:00,18,"Southbank",3572
2016-08-06 19:00:00,19,"Bourke Street Mall (North)",1879
2016-08-06 19:00:00,19,"Melbourne Central",3165
2016-08-06 19:00:00,19,"Southbank",3238
2016-08-06 20:00:00,20,"Bourke Street Mall (North)",1033
2016-08-06 20:00:00,20,"Melbourne Central",3232
2016-08-06 20:00:00,20,"Southbank",3034
2016-08-06 21:00:00,21,"Bourke Street Mall (North)",961
2016-08-06 21:00:00,21,"Melbourne Central",2550
2016-08-06 21:00:00,21,"Southbank",2513
2016-08-06 22:00:00,22,"Bourke Street Mall (North)",1013
2016-08-06 22:00:00,22,"Melbourne Central",2071
2016-08-06 22:00:00,22,"Southbank",2665
2016-08-06 23:00:00,23,"Bourke Street Mall (North)",712
2016-08-06 23:00:00,23,"Melbourne Central",1793
2016-08-06 23:00:00,23,"Southbank",1837
2016-08-07 00:00:00,0,"Bourke Street Mall (North)",489
2016-08-07 00:00:00,0,"Melbourne Central",1051
2016-08-07 00:00:00,0,"Southbank",936
2016-08-07 01:00:00,1,"Bourke Street Mall (North)",358
2016-08-07 01:00:00,1,"Melbourne Central",847
2016-08-07 01:00:00,1,"Southbank",592
2016-08-07 02:00:00,2,"Bourke Street Mall (North)",219
2016-08-07 02:00:00,2,"Melbourne Central",437
2016-08-07 02:00:00,2,"Southbank",330
2016-08-07 03:00:00,3,"Bourke Street Mall (North)",145
2016-08-07 03:00:00,3,"Melbourne Central",378
2016-08-07 03:00:00,3,"Southbank",238
2016-08-07 04:00:00,4,"Bourke Street Mall (North)",73
2016-08-07 04:00:00,4,"Melbourne Central",125
2016-08-07 04:00:00,4,"Southbank",93
2016-08-07 05:00:00,5,"Bourke Street Mall (North)",72
2016-08-07 05:00:00,5,"Melbourne Central",113
2016-08-07 05:00:00,5,"Southbank",125
2016-08-07 06:00:00,6,"Bourke Street Mall (North)",51
2016-08-07 06:00:00,6,"Melbourne Central",114
2016-08-07 06:00:00,6,"Southbank",129
2016-08-07 07:00:00,7,"Bourke Street Mall (North)",109
2016-08-07 07:00:00,7,"Melbourne Central",178
2016-08-07 07:00:00,7,"Southbank",263
2016-08-07 08:00:00,8,"Bourke Street Mall (North)",242
2016-08-07 08:00:00,8,"Melbourne Central",405
2016-08-07 08:00:00,8,"Southbank",703
2016-08-07 09:00:00,9,"Bourke Street Mall (North)",724
2016-08-07 09:00:00,9,"Melbourne Central",625
2016-08-07 09:00:00,9,"Southbank",1185
2016-08-07 10:00:00,10,"Bourke Street Mall (North)",1478
2016-08-07 10:00:00,10,"Melbourne Central",998
2016-08-07 10:00:00,10,"Southbank",1630
2016-08-07 11:00:00,11,"Bourke Street Mall (North)",2390
2016-08-07 11:00:00,11,"Melbourne Central",1528
2016-08-07 11:00:00,11,"Southbank",2236
2016-08-07 12:00:00,12,"Bourke Street Mall (North)",2930
2016-08-07 12:00:00,12,"Melbourne Central",2140
2016-08-07 12:00:00,12,"Southbank",2805
2016-08-07 13:00:00,13,"Bourke Street Mall (North)",3364
2016-08-07 13:00:00,13,"Melbourne Central",2728
2016-08-07 13:00:00,13,"Southbank",3208
2016-08-07 14:00:00,14,"Bourke Street Mall (North)",3564
2016-08-07 14:00:00,14,"Melbourne Central",2691
2016-08-07 14:00:00,14,"Southbank",3463
2016-08-07 15:00:00,15,"Bourke Street Mall (North)",3590
2016-08-07 15:00:00,15,"Melbourne Central",2895
2016-08-07 15:00:00,15,"Southbank",4425
2016-08-07 16:00:00,16,"Bourke Street Mall (North)",3709
2016-08-07 16:00:00,16,"Melbourne Central",2621
2016-08-07 16:00:00,16,"Southbank",3613
2016-08-07 17:00:00,17,"Bourke Street Mall (North)",3041
2016-08-07 17:00:00,17,"Melbourne Central",2760
2016-08-07 17:00:00,17,"Southbank",3107
2016-08-07 18:00:00,18,"Bourke Street Mall (North)",2479
2016-08-07 18:00:00,18,"Melbourne Central",2747
2016-08-07 18:00:00,18,"Southbank",2582
2016-08-07 19:00:00,19,"Bourke Street Mall (North)",1322
2016-08-07 19:00:00,19,"Melbourne Central",2430
2016-08-07 19:00:00,19,"Southbank",2028
2016-08-07 20:00:00,20,"Bourke Street Mall (North)",680
2016-08-07 20:00:00,20,"Melbourne Central",2134
2016-08-07 20:00:00,20,"Southbank",1709
2016-08-07 21:00:00,21,"Bourke Street Mall (North)",590
2016-08-07 21:00:00,21,"Melbourne Central",1536
2016-08-07 21:00:00,21,"Southbank",1250
2016-08-07 22:00:00,22,"Bourke Street Mall (North)",403
2016-08-07 22:00:00,22,"Melbourne Central",872
2016-08-07 22:00:00,22,"Southbank",756
2016-08-07 23:00:00,23,"Bourke Street Mall (North)",215
2016-08-07 23:00:00,23,"Melbourne Central",609
2016-08-07 23:00:00,23,"Southbank",448
2016-08-08 00:00:00,0,"Bourke Street Mall (North)",157
2016-08-08 00:00:00,0,"Melbourne Central",205
2016-08-08 00:00:00,0,"Southbank",207
2016-08-08 01:00:00,1,"Bourke Street Mall (North)",64
2016-08-08 01:00:00,1,"Melbourne Central",112
2016-08-08 01:00:00,1,"Southbank",75
2016-08-08 02:00:00,2,"Bourke Street Mall (North)",21
2016-08-08 02:00:00,2,"Melbourne Central",42
2016-08-08 02:00:00,2,"Southbank",34
2016-08-08 03:00:00,3,"Bourke Street Mall (North)",14
2016-08-08 03:00:00,3,"Melbourne Central",33
2016-08-08 03:00:00,3,"Southbank",18
2016-08-08 04:00:00,4,"Bourke Street Mall (North)",13
2016-08-08 04:00:00,4,"Melbourne Central",31
2016-08-08 04:00:00,4,"Southbank",24
2016-08-08 05:00:00,5,"Bourke Street Mall (North)",40
2016-08-08 05:00:00,5,"Melbourne Central",94
2016-08-08 05:00:00,5,"Southbank",113
2016-08-08 06:00:00,6,"Bourke Street Mall (North)",94
2016-08-08 06:00:00,6,"Melbourne Central",146
2016-08-08 06:00:00,6,"Southbank",437
2016-08-08 07:00:00,7,"Bourke Street Mall (North)",267
2016-08-08 07:00:00,7,"Melbourne Central",390
2016-08-08 07:00:00,7,"Southbank",1340
2016-08-08 08:00:00,8,"Bourke Street Mall (North)",852
2016-08-08 08:00:00,8,"Melbourne Central",867
2016-08-08 08:00:00,8,"Southbank",3255
2016-08-08 09:00:00,9,"Bourke Street Mall (North)",1042
2016-08-08 09:00:00,9,"Melbourne Central",907
2016-08-08 09:00:00,9,"Southbank",1870
2016-08-08 10:00:00,10,"Bourke Street Mall (North)",1503
2016-08-08 10:00:00,10,"Melbourne Central",1159
2016-08-08 10:00:00,10,"Southbank",1488
2016-08-08 11:00:00,11,"Bourke Street Mall (North)",1969
2016-08-08 11:00:00,11,"Melbourne Central",1566
2016-08-08 11:00:00,11,"Southbank",1558
2016-08-08 12:00:00,12,"Bourke Street Mall (North)",3294
2016-08-08 12:00:00,12,"Melbourne Central",2526
2016-08-08 12:00:00,12,"Southbank",2667
2016-08-08 13:00:00,13,"Bourke Street Mall (North)",3420
2016-08-08 13:00:00,13,"Melbourne Central",2686
2016-08-08 13:00:00,13,"Southbank",2620
2016-08-08 14:00:00,14,"Bourke Street Mall (North)",2996
2016-08-08 14:00:00,14,"Melbourne Central",2240
2016-08-08 14:00:00,14,"Southbank",1915
2016-08-08 15:00:00,15,"Bourke Street Mall (North)",2925
2016-08-08 15:00:00,15,"Melbourne Central",2241
2016-08-08 15:00:00,15,"Southbank",1952
2016-08-08 16:00:00,16,"Bourke Street Mall (North)",2840
2016-08-08 16:00:00,16,"Melbourne Central",2330
2016-08-08 16:00:00,16,"Southbank",2508
2016-08-08 17:00:00,17,"Bourke Street Mall (North)",2970
2016-08-08 17:00:00,17,"Melbourne Central",2729
2016-08-08 17:00:00,17,"Southbank",3858
2016-08-08 18:00:00,18,"Bourke Street Mall (North)",2215
2016-08-08 18:00:00,18,"Melbourne Central",2502
2016-08-08 18:00:00,18,"Southbank",2975
2016-08-08 19:00:00,19,"Bourke Street Mall (North)",1221
2016-08-08 19:00:00,19,"Melbourne Central",2276
2016-08-08 19:00:00,19,"Southbank",1746
2016-08-08 20:00:00,20,"Bourke Street Mall (North)",596
2016-08-08 20:00:00,20,"Melbourne Central",2187
2016-08-08 20:00:00,20,"Southbank",1390
2016-08-08 21:00:00,21,"Bourke Street Mall (North)",588
2016-08-08 21:00:00,21,"Melbourne Central",1474
2016-08-08 21:00:00,21,"Southbank",1170
2016-08-08 22:00:00,22,"Bourke Street Mall (North)",329
2016-08-08 22:00:00,22,"Melbourne Central",847
2016-08-08 22:00:00,22,"Southbank",710
