scaler,lambdas,mean_R2,std_R2,mean_RMSE,std_RMSE
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.5))",0.6371743301696942,0.08255607527478186,282023.88980107504,38498.75586605641
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6354164424144845,0.08389663021189818,282685.05302019865,38994.74397106714
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6354164424144844,0.0838966302118985,282685.05302019865,38994.743971067255
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6354164424144843,0.08389663021189839,282685.0530201988,38994.7439710672
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6352213303024595,0.08377267520015465,282764.9216985153,38934.70641094793
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6352213303024595,0.08377267520015455,282764.92169851525,38934.70641094788
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6352213303024594,0.0837726752001545,282764.92169851525,38934.70641094786
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6349328545909912,0.0836089683171654,282882.56011471833,38855.11557641863
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6349328545909911,0.08360896831716548,282882.56011471833,38855.11557641868
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.634932854590991,0.08360896831716566,282882.56011471833,38855.11557641869
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6346883914057869,0.0858163401594061,282780.80650913715,39298.99464048911
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6346883914057867,0.08581634015940665,282780.8065091372,39298.99464048929
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6346883914057867,0.08581634015940674,282780.80650913727,39298.99464048935
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6345448920959393,0.0856345406563846,282839.4572335922,39218.31001206968
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6345448920959392,0.08563454065638441,282839.4572335922,39218.3100120696
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.634544892095939,0.08563454065638477,282839.4572335924,39218.310012069735
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6343452295400636,0.08545061682913037,282919.55627291714,39133.64258286821
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6343452295400634,0.08545061682913056,282919.5562729172,39133.642582868255
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6343452295400634,0.0854506168291307,282919.5562729172,39133.642582868306
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.633601226092102,0.08398915276425017,283224.6725201301,38493.68942648223
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6336012260921019,0.08398915276425038,283224.6725201302,38493.689426482335
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.5))",0.6336012260921019,0.08398915276425047,283224.6725201302,38493.68942648236
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6333643139050544,0.08381277170040982,283318.7083264299,38410.135357968946
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6333643139050543,0.08381277170040986,283318.7083264299,38410.13535796896
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.5))",0.6333643139050539,0.08381277170041043,283318.7083264301,38410.13535796918
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6333051211652678,0.08437479040958211,283510.604995468,39162.9500871629
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6333051211652676,0.08437479040958241,283510.6049954681,39162.95008716299
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6333051211652676,0.08437479040958239,283510.6049954681,39162.950087162986
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6331429393215579,0.08422953165857366,283578.2564822236,39096.75525556244
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6331429393215577,0.08422953165857372,283578.2564822237,39096.75525556244
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6331429393215576,0.08422953165857297,283578.2564822237,39096.75525556214
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6330620584409808,0.08364162485964337,283437.3502240524,38324.87522531409
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6330620584409807,0.08364162485964322,283437.35022405244,38324.875225314034
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.5))",0.6330620584409801,0.08364162485964391,283437.35022405273,38324.875225314274
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6328900768247032,0.08404455603615966,283682.6043064603,39011.336316977075
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6328900768247029,0.08404455603616029,283682.6043064604,39011.336316977286
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6328900768247028,0.08404455603616029,283682.6043064605,39011.3363169773
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6302829956068382,0.08576027465130975,284542.60234050284,39171.92633560653
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6302829956068382,0.08576027465130974,284542.6023405027,39171.92633560652
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6302829956068382,0.08576027465130974,284542.6023405028,39171.92633560651
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.630194786203515,0.08554110415711381,284581.04918867355,39080.0448250583
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6301947862035148,0.08554110415711398,284581.04918867367,39080.04482505834
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6301947862035148,0.08554110415711398,284581.04918867367,39080.04482505834
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6300596099597778,0.08531857715215917,284637.42542991723,38984.19809209971
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6300596099597777,0.08531857715215946,284637.4254299173,38984.19809209979
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6300596099597777,0.08531857715215946,284637.42542991723,38984.19809209983
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6284845462492925,0.08337912737761935,285279.32563416,38129.92300614359
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6284845462492924,0.08337912737761945,285279.32563416,38129.92300614364
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(-1.0), np.float64(0.5))",0.6284845462492924,0.0833791273776196,285279.3256341601,38129.92300614365
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6283009817037274,0.08316055844530916,285353.7727049492,38033.26616764512
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.628300981703727,0.08316055844530977,285353.7727049493,38033.26616764537
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(-0.5), np.float64(0.5))",0.6283009817037268,0.08316055844530998,285353.77270494937,38033.26616764542
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6280621669082643,0.08294552145333836,285448.9665986605,37934.785360772294
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6280621669082639,0.08294552145333918,285448.9665986606,37934.78536077258
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.5))",0.6280621669082637,0.08294552145333935,285448.9665986607,37934.78536077268
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6184978827586555,0.07429892170132618,289508.71152551606,34720.98606513708
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6184978827586552,0.07429892170132625,289508.7115255161,34720.986065137105
robust,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6184978827586552,0.0742989217013262,289508.7115255161,34720.98606513706
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6179493677787976,0.07425549385847748,289719.301630033,34684.81271821781
robust,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6179493677787975,0.0742554938584777,289719.3016300331,34684.81271821786
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6179493677787975,0.07425549385847754,289719.3016300331,34684.81271821781
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6173145720173322,0.07418327821607563,289963.21265307703,34634.249812785245
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6173145720173321,0.07418327821607575,289963.21265307703,34634.249812785274
robust,"(np.float64(0.5), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.617314572017332,0.0741832782160757,289963.21265307703,34634.24981278526
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.616720113855255,0.07785417286429774,289927.74354991387,35491.43762602478
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.616720113855255,0.07785417286429809,289927.74354991387,35491.43762602491
robust,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.616720113855255,0.07785417286429792,289927.7435499139,35491.43762602485
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6163288426346146,0.0793012329460776,290087.5878180288,36149.58301829643
robust,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6163288426346146,0.07930123294607766,290087.5878180288,36149.58301829645
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6163288426346143,0.07930123294607792,290087.58781802893,36149.583018296566
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6162863081780255,0.07779318104721407,290091.3369252548,35443.15670245956
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6162863081780255,0.07779318104721403,290091.3369252547,35443.15670245952
robust,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6162863081780255,0.07779318104721421,290091.3369252548,35443.156702459615
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6161636896209246,0.07566774860305696,290376.0667428202,35192.327325503924
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6161636896209245,0.07566774860305676,290376.06674282026,35192.32732550389
robust,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6161636896209245,0.07566774860305679,290376.06674282026,35192.32732550392
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.616002968617465,0.07922739337857815,290211.07910570037,36102.94231099297
robust,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6160029686174648,0.07922739337857826,290211.07910570037,36102.942310993014
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6160029686174644,0.07922739337857868,290211.07910570054,36102.94231099317
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6157773448420293,0.0777584094837476,290282.14191153797,35400.56056727751
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6157773448420292,0.07775840948374745,290282.141911538,35400.56056727748
robust,"(np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6157773448420292,0.07775840948374753,290282.141911538,35400.5605672775
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6156304596398138,0.07559266796578444,290581.1391370497,35145.143599469135
robust,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6156304596398137,0.07559266796578432,290581.13913704973,35145.14359946908
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6156304596398136,0.0755926679657844,290581.13913704973,35145.143599469106
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6156061438962063,0.07917119100833374,290360.5301378306,36059.092996257044
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6156061438962063,0.0791711910083338,290360.5301378306,36059.092996257066
robust,"(np.float64(1.0), np.float64(0.5), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6156061438962062,0.07917119100833382,290360.5301378306,36059.09299625707
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6150140780653736,0.07548958545241466,290818.2817663607,35084.14771424462
robust,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6150140780653734,0.07548958545241467,290818.28176636074,35084.1477142446
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6150140780653733,0.07548958545241491,290818.2817663607,35084.14771424468
robust,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(-1.0), np.float64(1.0))",0.6146610792764241,0.09503909237302678,290314.90556951606,42083.66649812871
zscore,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(-1.0), np.float64(1.0))",0.6146610792764239,0.09503909237302675,290314.90556951606,42083.666498128696
minmax,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(-1.0), np.float64(1.0))",0.6146610792764239,0.0950390923730267,290314.9055695161,42083.66649812868
robust,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(-0.5), np.float64(1.0))",0.6146268121772763,0.0946598294860168,290335.1845748389,41933.5833410674
zscore,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(-0.5), np.float64(1.0))",0.6146268121772763,0.09465982948601696,290335.18457483896,41933.58334106747
minmax,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(-0.5), np.float64(1.0))",0.6146268121772763,0.09465982948601698,290335.1845748389,41933.58334106747
zscore,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(1.0))",0.6145286145781305,0.09425273372029881,290379.6404330933,41769.01990596597
robust,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(1.0))",0.6145286145781303,0.09425273372029877,290379.6404330933,41769.019905966
minmax,"(np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(1.0))",0.6145286145781302,0.09425273372029892,290379.64043309336,41769.01990596603
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(-1.0), np.float64(0.0))",0.6125165606778797,0.07682614238075818,291751.5280562488,35569.002597896666
robust,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(-1.0), np.float64(0.0))",0.6125165606778796,0.07682614238075804,291751.52805624885,35569.0025978966
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(-1.0), np.float64(0.0))",0.6125165606778794,0.07682614238075815,291751.52805624896,35569.00259789666
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(0.0))",0.612011020057365,0.07673142127316769,291945.87929351587,35516.457643534246
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(0.0))",0.6120110200573647,0.07673142127316777,291945.879293516,35516.45764353426
robust,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(0.0))",0.6120110200573647,0.0767314212731678,291945.879293516,35516.45764353432
minmax,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0))",0.6114250686749797,0.07660907010844491,292171.19360473444,35450.63810786153
robust,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0))",0.6114250686749796,0.07660907010844495,292171.1936047345,35450.638107861516
zscore,"(np.float64(0.5), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0))",0.6114250686749796,0.0766090701084448,292171.1936047345,35450.638107861494
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6105059670060261,0.08174721594021357,292268.16503336286,36940.04742696218
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6105059670060258,0.08174721594021425,292268.165033363,36940.04742696243
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6105059670060258,0.08174721594021414,292268.165033363,36940.0474269624
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6104216542153886,0.08000187982279136,292301.8541893211,36172.285903802265
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6104216542153884,0.08000187982279135,292301.85418932117,36172.28590380229
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6104216542153883,0.08000187982279183,292301.85418932117,36172.28590380244
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6102192396671581,0.08163799413046426,292377.106137232,36882.5565511025
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6102192396671576,0.08163799413046417,292377.10613723216,36882.55655110244
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6102192396671576,0.08163799413046405,292377.1061372322,36882.55655110239
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.610032263807153,0.07989679123079092,292448.7377419009,36110.32663962973
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.610032263807153,0.07989679123079094,292448.7377419009,36110.32663962974
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6100322638071526,0.07989679123079134,292448.7377419011,36110.32663962991
minmax,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6098661136949373,0.08154692251361018,292510.1466345738,36828.31270269952
robust,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6098661136949372,0.08154692251361004,292510.1466345739,36828.312702699455
zscore,"(np.float64(1.0), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6098661136949372,0.08154692251361018,292510.1466345739,36828.312702699506
minmax,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.609571303035472,0.07981817120762101,292621.32069428766,36054.36757277166
robust,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6095713030354718,0.07981817120762086,292621.3206942878,36054.367572771625
zscore,"(np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6095713030354718,0.07981817120762086,292621.3206942877,36054.3675727716
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6085822452312487,0.07948932688067428,293201.3602505521,36549.59338479314
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6085822452312487,0.07948932688067464,293201.36025055207,36549.59338479327
robust,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-1.0), np.float64(0.0))",0.6085822452312486,0.07948932688067455,293201.3602505522,36549.59338479321
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6082444909933324,0.07947958723437673,293329.2046824265,36532.692349383055
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6082444909933321,0.07947958723437684,293329.2046824266,36532.69234938311
robust,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-0.5), np.float64(0.0))",0.6082444909933316,0.07947958723437776,293329.2046824268,36532.692349383426
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6077983861363089,0.07943431050957467,293498.71413785446,36498.06236617927
robust,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6077983861363089,0.07943431050957449,293498.71413785446,36498.062366179176
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0))",0.6077983861363088,0.07943431050957452,293498.7141378545,36498.06236617919
robust,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(-1.0), np.float64(1.0))",0.6077457447247573,0.09440964918219703,292976.01050802926,41593.45605502342
zscore,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(-1.0), np.float64(1.0))",0.6077457447247572,0.09440964918219735,292976.0105080293,41593.45605502353
minmax,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(-1.0), np.float64(1.0))",0.6077457447247568,0.09440964918219741,292976.01050802943,41593.45605502356
robust,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(-0.5), np.float64(1.0))",0.6076532733907294,0.09405086821391993,293016.4225363513,41448.15451610706
zscore,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(-0.5), np.float64(1.0))",0.6076532733907293,0.09405086821392009,293016.4225363513,41448.15451610712
minmax,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(-0.5), np.float64(1.0))",0.6076532733907293,0.09405086821392,293016.42253635137,41448.1545161071
minmax,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(1.0))",0.6074861428154964,0.0936696010679027,293084.5455583585,41289.88115407833
zscore,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(1.0))",0.6074861428154964,0.09366960106790263,293084.5455583585,41289.88115407829
robust,"(np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(1.0))",0.6074861428154962,0.09366960106790274,293084.54555835854,41289.881154078335
minmax,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(1.0))",0.606377552979876,0.09648549464098674,293453.22944291454,42344.787554688046
zscore,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(1.0))",0.6063775529798758,0.09648549464098731,293453.22944291454,42344.787554688206
robust,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(0.0), np.float64(1.0))",0.6063775529798756,0.09648549464098734,293453.22944291466,42344.7875546882
minmax,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(-0.5), np.float64(1.0))",0.6063646534348112,0.09693415843568347,293449.4657936054,42519.47193916412
zscore,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(-0.5), np.float64(1.0))",0.6063646534348112,0.09693415843568347,293449.4657936054,42519.47193916415
robust,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(-0.5), np.float64(1.0))",0.6063646534348108,0.09693415843568383,293449.4657936055,42519.47193916424
robust,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(-1.0), np.float64(1.0))",0.6063000255177883,0.097348401802011,293465.33100796834,42677.787741460284
minmax,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(-1.0), np.float64(1.0))",0.6063000255177883,0.09734840180201079,293465.33100796834,42677.78774146025
zscore,"(np.float64(1.0), np.float64(1.0), np.float64(0.5), np.float64(-1.0), np.float64(1.0))",0.606300025517788,0.09734840180201115,293465.33100796834,42677.787741460335
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6058450083909005,0.08142664321917344,294192.9442410344,37207.197861544075
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6058450083909004,0.08142664321917328,294192.9442410344,37207.19786154398
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-1.0), np.float64(0.0))",0.6058450083909003,0.08142664321917317,294192.94424103445,37207.19786154397
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6055201799307873,0.081383030358899,294316.4658827802,37178.28615131064
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6055201799307871,0.08138303035889906,294316.4658827803,37178.28615131063
robust,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(-0.5), np.float64(0.0))",0.6055201799307869,0.08138303035889927,294316.4658827804,37178.2861513107
minmax,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6050914300482794,0.08130523076603317,294479.883584768,37132.45236500492
zscore,"(np.float64(1.0), np.float64(0.0), np.float64(0.5), np.float64(0.0), np.float64(0.0))",0.6050914300482791,0.08130523076603328,294479.88358476805,37132.45236500498
